p1,p2,e1,e2,label
0.000800075,0.999199925,0.014064209,17.56455117,left
0.000841986,0.999158014,0.013581333,16.11654055,left
0.001005394,0.998994606,0.01396284,13.87396492,left
0.001280245,0.998719755,0.013872766,10.82215147,left
0.001655896,0.998344104,0.0133349,8.039646085,left
0.001606694,0.998393306,0.011818607,7.344037735,left
0.000890476,0.999109524,0.008889193,9.973635133,left
0.000333927,0.999666073,0.005136647,15.37740067,left
9.55E-05,0.999904458,0.002081275,21.78177565,left
2.40E-05,0.999975981,0.00067082,27.92786123,left
2.15E-05,0.999978485,0.000720992,33.5111572,left
3.53E-05,0.99996471,0.001344704,38.10288177,left
5.72E-05,0.999942797,0.00231371,40.44485078,left
8.60E-05,0.999913961,0.003383932,39.32694656,left
0.000120109,0.999879891,0.00418495,34.83885555,left
0.000158432,0.999841568,0.004492169,28.34936777,left
0.000204922,0.999795078,0.004424572,21.58707077,left
0.000258043,0.999741957,0.004180375,16.19613131,left
0.00030916,0.99969084,0.004089482,13.22364894,left
0.000415789,0.999584211,0.00518003,12.45313244,left
0.000686503,0.999313497,0.008756202,12.74603312,left
0.001044589,0.998955411,0.014064934,13.45049723,left
0.00121776,0.99878224,0.018155596,14.89085683,left
0.00113381,0.99886619,0.019585417,17.25439813,left
0.00098085,0.99901915,0.019533653,19.89549588,left
0.000875537,0.999124463,0.019017815,21.702307,left
0.000785933,0.999214067,0.016995432,21.60754139,left
0.000639677,0.999360323,0.012355393,19.30269378,left
0.000385014,0.999614986,0.006233341,16.18369206,left
0.000131026,0.999868974,0.001957479,14.93766871,left
0.000143304,0.999856696,0.00246754,17.21644719,left
0.0003942,0.9996058,0.008556936,21.69852375,left
0.000711883,0.999288117,0.018351377,25.76030525,left
0.0009976,0.9990024,0.028643089,28.68335926,left
0.001152838,0.998847162,0.036644989,31.75012055,left
0.001199835,0.998800165,0.042257083,35.17681,left
0.001251758,0.998748242,0.046100118,36.78220263,left
0.001370178,0.998629822,0.047252859,34.43941562,left
0.001537492,0.998462508,0.043783092,28.43317761,left
0.001684295,0.998315705,0.035598541,21.09997951,left
0.001712374,0.998287626,0.025753293,15.01377573,left
0.00153938,0.99846062,0.017742836,11.50822156,left
0.001197439,0.998802561,0.012375504,10.3226051,left
0.00087967,0.99912033,0.00913823,10.37910446,left
0.000632982,0.999367018,0.006928864,10.93945901,left
0.000397493,0.999602507,0.004860943,12.22414968,left
0.000227714,0.999772286,0.003311691,14.53987328,left
0.000167986,0.999832014,0.002901584,17.26983979,left
0.000192092,0.999807908,0.003709866,19.30927557,left
0.000284318,0.999715682,0.005721338,20.11728557,left
0.00043615,0.99956385,0.00867283,19.87629297,left
0.000641902,0.999358098,0.012186758,18.97320465,left
0.000884011,0.999115989,0.015609391,17.64185072,left
0.001161993,0.998838007,0.018484557,15.889153,left
0.001479267,0.998520733,0.020161972,13.60954353,left
0.001875637,0.998124363,0.020258777,10.78075088,left
0.002391378,0.997608622,0.018510113,7.72184362,left
0.002942223,0.997057777,0.015167332,5.139891968,left
0.003031339,0.996968661,0.011083095,3.645088861,left
0.002243389,0.997756611,0.007382755,3.283511884,left
0.00120853,0.99879147,0.004522142,3.737329932,left
0.000583836,0.999416164,0.002782066,4.762371345,left
0.000305852,0.999694148,0.001893197,6.188012317,left
0.000195876,0.999804124,0.001529885,7.808954626,left
0.000169321,0.999830679,0.001579137,9.324716837,left
0.000194532,0.999805468,0.002024227,10.40357314,left
0.000235663,0.999764337,0.002568416,10.89612977,left
0.000290779,0.999709221,0.003154888,10.84663526,left
0.000351835,0.999648165,0.003638078,10.3366691,left
0.000415215,0.999584785,0.003949688,9.508444298,left
0.00048832,0.99951168,0.004145216,8.484589382,left
0.000558114,0.999441886,0.004082205,7.310207816,left
0.000599418,0.999400582,0.003626861,6.047004732,left
0.000588756,0.999411244,0.002832024,4.807354507,left
0.000571613,0.999428387,0.002119613,3.706007163,left
0.000580121,0.999419879,0.001625705,2.800726812,left
0.000821969,0.999178031,0.001712597,2.081818692,left
0.002828386,0.997171614,0.004262819,1.502893328,left
0.009158878,0.990841122,0.009543071,1.032404491,left
0.002020396,0.997979604,0.003401932,1.680393051,left
0.001379995,0.998620005,0.004563757,3.302517728,left
0.001169959,0.998830041,0.006268315,5.351454879,left
0.001060353,0.998939647,0.007360202,6.933916066,left
0.001022093,0.998977907,0.007577027,7.405668686,left
0.001039175,0.998960825,0.007513139,7.222396465,left
0.000963415,0.999036585,0.007307645,7.577839125,left
0.000771691,0.999228309,0.006952269,9.002188322,left
0.000653348,0.999346652,0.007031862,10.75578478,left
0.000659969,0.999340031,0.007961301,12.05518937,left
0.000695674,0.999304326,0.009240002,13.27283779,left
0.000658468,0.999341532,0.010020348,15.20764035,left
0.000576743,0.999423257,0.010225829,17.72006896,left
0.000520775,0.999479225,0.010221253,19.61678117,left
0.000488768,0.999511232,0.009683086,19.80151237,left
0.000416115,0.999583885,0.007603281,18.26445933,left
0.000265158,0.999734842,0.004201718,15.84189707,left
0.000109988,0.999890012,0.001462173,13.29245865,left
4.16E-05,0.999958403,0.000450606,10.83213987,left
4.22E-05,0.999957845,0.000350751,8.320088747,left
7.62E-05,0.999923761,0.00043644,5.724190443,left
0.000186435,0.999813565,0.000660338,3.541264827,left
0.000416137,0.999583863,0.001158015,2.781613718,left
0.00050143,0.99949857,0.002191964,4.369235677,left
0.000356743,0.999643257,0.003061643,8.57914291,left
0.000205491,0.999794509,0.003051796,14.84821573,left
0.000149322,0.999850678,0.003287981,22.01607753,left
0.000177007,0.999822993,0.005101237,28.81434741,left
0.000219137,0.999780863,0.007493487,34.18797286,left
0.000236693,0.999763307,0.008872161,37.47496155,left
0.000230441,0.999769559,0.00879891,38.17416408,left
0.000220408,0.999779592,0.007934803,35.99259043,left
0.000261997,0.999738003,0.008189347,31.24917054,left
0.000353103,0.999646897,0.008830504,24.99949302,left
0.000408829,0.999591171,0.007603189,18.58987782,left
0.000438333,0.999561667,0.005741187,13.0920439,left
0.000819403,0.999180597,0.007251949,8.843032982,left
0.002134966,0.997865034,0.012208591,5.706190842,left
0.004494126,0.995505874,0.015549923,3.444505088,left
0.008016194,0.991983806,0.015261977,1.888631135,left
0.021729733,0.978270267,0.022602065,1.017542543,left
0.041237952,0.958762048,0.043802012,1.018375173,left
0.031407133,0.968592867,0.069950026,2.15725188,left
0.020432878,0.979567122,0.093108512,4.463690094,left
0.01680536,0.98319464,0.128542459,7.520353922,left
0.022243538,0.977756462,0.241745936,10.62639643,left
0.043883455,0.956116545,0.61436484,13.38555466,left
0.090254059,0.909745941,1.568467208,15.80988926,left
0.162014278,0.837985722,3.459440099,17.89324644,left
0.247943818,0.752056182,6.399144967,19.4097057,left
0.332002922,0.667997078,9.976090804,20.07211103,left
0.400719485,0.599280515,13.24499544,19.80804022,left
0.445337466,0.554662534,15.19664188,18.92723731,left
0.36367353,0.63632647,10.87158445,19.02221744,left
0.260985775,0.739014225,9.192165486,26.02877891,left
0.164637307,0.835362693,6.340359179,32.17071271,left
0.112659505,0.887340495,4.652556991,36.6449528,left
0.129668191,0.870331809,5.811525441,39.00690982,left
0.174335394,0.825664606,8.200831188,38.83970953,left
0.200724611,0.799275389,9.023619322,35.93160212,left
0.206977843,0.793022157,8.017581179,30.71884133,left
0.227078571,0.772921429,7.159946932,24.37075587,left
0.282162429,0.717837571,7.150939786,18.19240524,left
0.337764246,0.662235754,6.596964316,12.9343046,left
0.351505306,0.648494694,4.748046791,8.759706034,left
0.328471604,0.671528396,2.724388575,5.569748691,left
0.375648962,0.624351038,1.94403485,3.231102174,left
0.40858276,0.59141724,11.84072908,17.13927265,left
0.346850551,0.653149449,8.296794382,15.6235781,left
0.280951077,0.719048923,5.409729295,13.84532872,left
0.218810339,0.781189661,3.233698113,11.5448454,left
0.169280827,0.830719173,1.773176552,8.701586478,left
0.149925139,0.850074861,1.040527352,5.899785371,left
0.185190963,0.814809037,0.967749373,4.257934211,left
0.221595774,0.778404226,1.406446732,4.940455586,left
0.205227297,0.794772703,2.172314786,8.412606488,left
0.178830078,0.821169922,3.072887752,14.1103948,left
0.160889615,0.839110385,3.970768985,20.70931362,left
0.149639517,0.850360483,4.789683088,27.21846008,left
0.142125377,0.857874623,5.490388412,33.1402104,left
0.137319119,0.862680881,6.026192417,37.85839158,left
0.135815185,0.864184815,6.326245808,40.25356638,left
0.138515088,0.861484912,6.33219989,39.38267493,left
0.146425657,0.853574343,6.06877744,35.37735695,left
0.159760387,0.840239613,5.625960029,29.58902744,left
0.178262533,0.821737467,5.098372764,23.50198802,left
0.202185852,0.797814148,4.536692433,17.90153646,left
0.234119849,0.765880151,3.954472119,12.93633031,left
0.280082367,0.719917633,3.361179102,8.639501772,left
0.350867242,0.649132758,2.788840579,5.159580489,left
0.449389711,0.550610289,2.279036603,2.792367004,left
0.320126509,0.679873491,1.480100074,3.1433848,left
0.170594544,0.829405456,1.155115884,5.616002683,left
0.091173436,0.908826564,0.858229819,8.554926616,left
0.050236499,0.949763501,0.599788435,11.33950775,left
0.027626879,0.972373121,0.395636597,13.92507598,left
0.015110872,0.984889128,0.253410409,16.51666187,left
0.008693374,0.991306626,0.165442238,18.86540105,left
0.005675658,0.994324342,0.115739028,20.27643934,left
0.005138267,0.994861733,0.103375217,20.01531879,left
0.00746898,0.99253102,0.134392361,17.85901013,left
0.013706633,0.986293367,0.206696679,14.87335105,left
0.022063236,0.977936764,0.303421797,13.44894846,left
0.025659844,0.974340156,0.401661419,15.25164546,left
0.024959436,0.975040564,0.488049577,19.06566064,left
0.024864764,0.975135236,0.554207844,21.73467593,left
0.026197123,0.973802877,0.586486465,21.80095156,left
0.026492832,0.973507168,0.571183891,20.98875723,left
0.02332385,0.97667615,0.511870552,21.43435828,left
0.018881305,0.981118695,0.431898378,22.44249367,left
0.016681082,0.983318918,0.365265798,21.53174267,left
0.019980586,0.980019414,0.3735105,18.32016047,left
0.036268276,0.963731724,0.581604126,15.45456261,left
0.069347978,0.930652022,1.139634822,15.2939347,left
0.104938626,0.895061374,2.021330211,17.24069259,left
0.134688736,0.865311264,2.908240419,18.68406573,left
0.159960801,0.840039199,3.403664427,17.87445119,left
0.184476287,0.815523713,3.44704946,15.23854708,left
0.220203548,0.779796452,3.437429656,12.17280773,left
0.295363089,0.704636911,3.964724772,9.458498776,left
0.428465591,0.571534409,5.342372604,7.126242642,left
0.33161951,0.66838049,8.867940579,17.8733708,left
0.231687467,0.768312533,7.38173326,24.47900294,left
0.19155903,0.80844097,7.327939262,30.92627013,left
0.213656388,0.786343612,9.948716082,36.61537762,left
0.266153019,0.733846981,14.66140453,40.42496869,left
0.314763746,0.685236254,18.976672,41.31194848,left
0.346230945,0.653769055,20.7302183,39.14374325,left
0.367956733,0.632043267,20.25179402,34.78672603,left
0.398665965,0.601334035,19.42246916,29.29618476,left
0.446657657,0.553342343,18.92832949,23.4493824,left
0.40166728,0.59833272,6.28466488,9.361779809,left
0.369222203,0.630777797,7.304751394,12.47940929,left
0.380676615,0.619323385,9.454286942,15.38119435,left
0.397078187,0.602921813,11.73292247,17.81521905,left
0.405893824,0.594106176,13.32126771,19.49831944,left
0.408334982,0.591665018,14.012834,20.30417194,left
0.405757187,0.594242813,13.91439263,20.37801939,left
0.396310238,0.603689762,13.15861151,20.04419342,left
0.377851762,0.622148238,11.86622233,19.53821589,left
0.351314095,0.648685905,10.21349055,18.85875764,left
0.321494615,0.678505385,8.438640857,17.80951528,left
0.294213244,0.705786756,6.745673404,16.18216396,left
0.271840229,0.728159771,5.219068747,13.97996141,left
0.253996448,0.746003552,3.892461062,11.43240312,left
0.239719518,0.760280482,2.775192282,8.801638446,left
0.228660915,0.771339085,1.865039283,6.291314356,left
0.223143531,0.776856469,1.171474017,4.078393693,left
0.232415705,0.767584295,0.706298755,2.332647155,left
0.278717962,0.721282038,0.464492821,1.202040679,left
0.419283567,0.580716433,0.773098967,1.070758097,left
0.401472656,0.598527344,1.076644238,1.605093166,left
0.36517129,0.63482871,1.402070082,2.437415992,left
0.300486998,0.699513002,1.700472807,3.958583393,left
0.224371314,0.775628686,1.934340419,6.686817009,left
0.160517811,0.839482189,2.086076889,10.9098447,left
0.116244621,0.883755379,2.151061558,16.35354993,left
0.086978792,0.913021208,2.13090168,22.36819326,left
0.066887712,0.933112288,2.028595187,28.29977351,left
0.052332709,0.947667291,1.856305813,33.61492934,left
0.041828189,0.958171811,1.642108673,37.61631283,left
0.034938445,0.965061555,1.42605587,39.39018183,left
0.03122553,0.96877447,1.231975066,38.22212112,left
0.029751703,0.970248297,1.052885432,34.33619611,left
0.029447597,0.970552403,0.874260203,28.81441724,left
0.029616411,0.970383589,0.695899446,22.80118939,left
0.030389396,0.969610604,0.532884455,17.00232583,left
0.033518202,0.966481798,0.408891678,11.79020175,left
0.041900009,0.958099991,0.324381891,7.417427757,left
0.054901425,0.945098575,0.248019656,4.269525293,left
0.056482691,0.943517309,0.173441583,2.897261682,left
0.037735093,0.962264907,0.138850895,3.540771569,left
0.023989737,0.976010263,0.139649727,5.681578165,left
0.015339505,0.984660495,0.129545314,8.315663107,left
0.009842841,0.990157159,0.107347853,10.79883815,left
0.005857134,0.994142866,0.077148652,13.09459143,left
0.004795504,0.995204496,0.074266819,15.41249318,left
0.02651261,0.97348739,0.476238269,17.48646984,left
0.099264369,0.900735631,2.068918794,18.77359303,left
0.220050008,0.779949992,5.402970821,19.1504063,left
0.346039447,0.653960553,10.07225478,19.03498971,left
0.441074325,0.558925675,14.87202389,18.84570359,left
0.423455069,0.576544931,18.60050863,25.32506934,left
0.351502715,0.648497285,17.17758989,31.69142073,left
0.298250798,0.701749202,15.62224822,36.75732064,left
0.258025867,0.741974133,13.71064542,39.42606369,left
0.224265027,0.775734973,11.25102272,38.91740013,left
0.191823128,0.808176872,8.408606857,35.42660178,left
0.159371396,0.840628604,5.698812005,30.05924836,left
0.130692637,0.869307363,3.618337949,24.06752124,left
0.112834104,0.887165896,2.322066754,18.25740936,left
0.119083805,0.880916195,1.75653348,12.99386422,left
0.18498826,0.81501174,1.927939702,8.494017383,left
0.359736728,0.640263272,3.007453167,5.352697279,left
0.436300738,0.563699262,10.16717775,13.13596354,left
0.396596814,0.603403186,6.794054193,10.33683025,left
0.315333432,0.684666568,4.202379105,9.12440036,left
0.181337291,0.818662709,2.453551955,11.07677014,left
0.08764452,0.91235548,1.518094977,15.80295356,left
0.054849089,0.945150911,1.250049483,21.54065693,left
0.05058272,0.94941728,1.444488969,27.11247614,left
0.0557876,0.9442124,1.922454256,32.53778895,left
0.064006605,0.935993395,2.561085249,37.45174261,left
0.075047352,0.924952648,3.268118378,40.27929922,left
0.091413977,0.908586023,3.952145473,39.28134703,left
0.115986116,0.884013884,4.53717939,34.58111799,left
0.15038314,0.84961686,4.988224794,28.18188193,left
0.194243199,0.805756801,5.307857851,22.01797835,left
0.248231548,0.751768452,5.497066887,16.64784952,left
0.315298371,0.684701629,5.533772527,12.01713489,left
0.402840433,0.597159567,5.387275537,7.985948937,left
0.324727326,0.675272674,2.791851496,5.805674086,left
0.213099526,0.786900474,2.241048036,8.27539035,left
0.13960962,0.86039038,1.747774748,10.77123896,left
0.089767613,0.910232387,1.328636465,13.47220783,left
0.057079438,0.942920562,0.987697092,16.31620664,left
0.036578829,0.963421171,0.709751311,18.69358488,left
0.023048011,0.976951989,0.472692376,20.03633886,left
0.013986734,0.986013266,0.289287736,20.3937199,left
0.011550645,0.988449355,0.237800509,20.34983781,left
0.022007057,0.977992943,0.455586077,20.24623171,left
0.053116221,0.946883779,1.108257584,19.75650968,left
0.111387214,0.888612786,2.306720561,18.40230417,left
0.198370547,0.801629453,3.991996756,16.13194205,left
0.303703181,0.696296819,5.839312607,13.38772543,left
0.406775979,0.593224021,7.304321009,10.65229734,left
0.448692155,0.551307845,10.66349267,13.10222853,left
0.391359769,0.608640231,13.37639558,20.80288559,left
0.353235199,0.646764801,15.97980083,29.25861504,left
0.325541325,0.674458675,17.35562257,35.95749386,left
0.305928465,0.694071535,16.88881997,38.31630772,left
0.289754585,0.710245415,14.89428413,36.50881664,left
0.271174481,0.728825519,12.28111872,33.00750389,left
0.251060937,0.748939063,9.830845803,29.32636406,left
0.239501109,0.760498891,7.854493078,24.94073329,left
0.244189925,0.755810075,6.410185009,19.84063193,left
0.261533245,0.738466755,5.716949056,16.14240979,left
0.276511019,0.723488981,6.09605364,15.95027808,left
0.292751072,0.707248928,7.497117441,18.11207124,left
0.330134784,0.669865216,9.300199892,18.87071801,left
0.393595478,0.606404522,10.73613613,16.54094588,left
0.445412336,0.554587664,11.40273359,14.19766556,left
0.418102918,0.581897082,11.34135002,15.78438751,left
0.338717818,0.661282182,10.74022673,20.96825196,left
0.271666674,0.728333326,9.742643767,26.1198476,left
0.223048317,0.776951683,8.465124335,29.48685155,left
0.178641985,0.821358015,7.032204498,32.33258709,left
0.13534847,0.86465153,5.590685164,35.71517642,left
0.101669327,0.898330673,4.267974177,37.71100133,left
0.081730228,0.918269772,3.122202879,35.07912063,left
0.072849291,0.927150709,2.178686898,27.7280819,left
0.068351693,0.931648307,1.448106054,19.73799747,left
0.058539188,0.941460812,0.913354085,14.68908447,left
0.040803502,0.959196498,0.550483293,12.94059646,left
0.025316234,0.974683766,0.33111757,12.74814088,left
0.017748904,0.982251096,0.228717069,12.6575475,left
0.017064089,0.982935911,0.223900214,12.8972346,left
0.020485279,0.979514721,0.301861784,14.4336845,left
0.025447739,0.974552261,0.441637803,16.91305939,left
0.031485022,0.968514978,0.609759562,18.7568957,left
0.039678,0.960322,0.778958435,18.85304017,left
0.050687978,0.949312022,0.932533172,17.46498845,left
0.064504415,0.935495585,1.060098379,15.3744105,left
0.080960518,0.919039482,1.154520244,13.10576707,left
0.101010652,0.898989348,1.211388108,10.78128872,left
0.128465069,0.871534931,1.224574321,8.307778157,left
0.174139675,0.825860325,1.202758423,5.704101956,left
0.258873441,0.741126559,1.155814894,3.308972574,left
0.413381003,0.586618997,1.08982602,1.546545785,left
0.376229672,0.623770328,0.635047911,1.052878262,left
0.270409329,0.729590671,0.496570409,1.339795267,left
0.187413686,0.812586314,0.36758236,1.593759784,left
0.123033248,0.876966752,0.252487178,1.799699382,left
0.074262073,0.925737927,0.155618783,1.939916346,left
0.038616441,0.961383559,0.081239015,2.022502649,left
0.01647659,0.98352341,0.034597224,2.065183429,left
0.005854199,0.994145801,0.012200132,2.071796742,left
0.002462127,0.997537873,0.005027023,2.036713406,left
0.002463199,0.997536801,0.004808693,1.947405902,left
0.004160742,0.995839258,0.007477758,1.789739547,left
0.007298853,0.992701147,0.011506735,1.565005981,left
0.012474114,0.987525886,0.016273439,1.288303229,left
0.0207923,0.9792077,0.021212174,0.998981558,left
0.939753992,0.060246008,1.031659365,0.066137903,right
0.966092436,0.033907564,1.52667194,0.053582581,right
0.977983035,0.022016965,2.053639877,0.046232824,right
0.984416589,0.015583411,2.498208689,0.039546888,right
0.988677982,0.011322018,2.751524612,0.031509563,right
0.991982627,0.008017373,2.77140449,0.022398964,right
0.994077768,0.005922232,2.562486425,0.015266047,right
0.994628904,0.005371096,2.176364528,0.011752587,right
0.99370493,0.00629507,1.712889385,0.010851066,right
0.99145824,0.00854176,1.314047242,0.011320978,right
0.988159733,0.011840267,1.11703321,0.013384447,right
0.98572013,0.01427987,1.205593914,0.017465124,right
0.986015729,0.013984271,1.555692107,0.022063766,right
0.987388793,0.012611207,2.082623792,0.026599856,right
0.988720714,0.011279286,2.666856729,0.030423394,right
0.989747151,0.010252849,3.17369861,0.03287653,right
0.990616451,0.009383549,3.483488378,0.032997113,right
0.991640156,0.008359844,3.524356278,0.029711453,right
0.992758744,0.007241256,3.2955207,0.024037772,right
0.992256669,0.007743331,2.8703874,0.02239981,right
0.988133569,0.011866431,2.343700349,0.028145343,right
0.977898989,0.022101011,1.798641796,0.040650213,right
0.959159678,0.040840322,1.304070113,0.055526357,right
0.929529507,0.070470493,0.922522023,0.069939234,right
0.907871506,0.092128494,0.944252761,0.095820371,right
0.934808068,0.065191932,1.299967429,0.090657528,right
0.955250245,0.044749755,1.687401433,0.079048187,right
0.96810687,0.03189313,1.974242633,0.065039077,right
0.975684601,0.024315399,2.063932063,0.05143602,right
0.980323653,0.019676347,1.951066665,0.039160397,right
0.98367639,0.01632361,1.724641986,0.028619558,right
0.986795386,0.013204614,1.504493345,0.020132091,right
0.989883123,0.010116877,1.399128757,0.01429948,right
0.991107238,0.008892762,1.515472512,0.013597657,right
0.989584912,0.010415088,1.978747258,0.020825728,right
0.987773198,0.012226802,2.884771648,0.035708129,right
0.987515001,0.012484999,4.246280467,0.053685067,right
0.988334937,0.011665063,5.939140462,0.070098145,right
0.989226558,0.010773442,7.740868168,0.084304039,right
0.989831739,0.010168261,9.401013089,0.096573944,right
0.990071484,0.009928516,10.71117198,0.10741249,right
0.990090975,0.009909025,11.5534697,0.1156294,right
0.990075448,0.009924552,11.88325989,0.119118224,right
0.990208342,0.009791658,11.74041391,0.116094881,right
0.990440999,0.009559001,11.22536335,0.108338874,right
0.990802092,0.009197908,10.47960584,0.097285273,right
0.991321062,0.008678938,9.638870733,0.084387555,right
0.99222906,0.00777094,8.774222397,0.068717962,right
0.993756804,0.006243196,7.85241898,0.049332185,right
0.995777191,0.004222809,6.806759216,0.028865535,right
0.997482728,0.002517272,5.619500615,0.014181508,right
0.997964179,0.002035821,4.466382936,0.009111307,right
0.996497281,0.003502719,3.703543336,0.01301807,right
0.994488713,0.005511287,3.67079858,0.020342942,right
0.994396522,0.005603478,4.491917427,0.025312195,right
0.995556767,0.004443233,6.067463128,0.027079475,right
0.996689472,0.003310528,8.226008361,0.027322884,right
0.997541094,0.002458906,10.77453215,0.026558869,right
0.998196766,0.001803234,13.4305241,0.024262126,right
0.998696415,0.001303585,15.75849214,0.020569343,right
0.999030105,0.000969895,17.27042355,0.016766764,right
0.99920039,0.00079961,17.62773637,0.014106586,right
0.999244159,0.000755841,16.7690986,0.012684367,right
0.999168957,0.000831043,14.92864926,0.012416666,right
0.99899541,0.00100459,12.48945531,0.012559403,right
0.998821165,0.001178835,9.802373232,0.011569019,right
0.998823518,0.001176482,7.133424663,0.008402233,right
0.9990405,0.0009595,4.770531201,0.004581723,right
0.999026994,0.000973006,3.067048257,0.002987163,right
0.998239003,0.001760997,2.305467412,0.004067084,right
0.997895175,0.002104825,2.448301491,0.005164116,right
0.998412535,0.001587465,3.108354013,0.004942248,right
0.998826619,0.001173381,3.81278664,0.004479108,right
0.998942203,0.001057797,4.256087013,0.004506843,right
0.998985837,0.001014163,4.349577691,0.004415658,right
0.999117539,0.000882461,4.10276797,0.003623732,right
0.999386166,0.000613834,3.579611371,0.002198636,right
0.999650021,0.000349979,2.875170982,0.001006601,right
0.999667479,0.000332521,2.138319459,0.000711274,right
0.999512578,0.000487422,1.511795234,0.000737241,right
0.998223698,0.001776302,1.071347888,0.001906424,right
